property_id,property_type,bhk,bathrooms,balcony,floor_number,total_floors,area_sqft,property_age,furnished_status,parking_availability,city,area,locality,pincode,hospital_distance_km,school_distance_km,metro_distance_km,mall_distance_km,airport_distance_km,population_density,crime_index,infrastructure_growth_score,price
16759,Apartment,3,3,1.0,2,16,1079,13,Unfurnished,Yes,Hyderabad,Central,Jubilee Hills,485694,1.7,0.5,2.9,7.1,40.0,2047,53.1,70.2,10089000.0
16760,Apartment,3,3,1.0,17,37,1159,3,Unfurnished,No,Hyderabad,Central,Madhapur,639038,12.4,1.9,2.6,11.0,3.6,2894,36.4,34.9,14282000.0
16761,Apartment,5,4,2.0,12,13,1678,7,Fully Furnished,Yes,Mumbai,North,Juhu,634655,,0.5,2.3,15.0,21.5,20471,51.0,30.1,42743000.0
16762,Apartment,4,4,1.0,0,11,1476,6,Semi Furnished,Yes,Noida,West,Sector 50,464600,0.4,1.4,2.1,3.6,26.3,6129,23.6,51.5,13440000.0
16763,Apartment,3,3,3.0,23,33,1191,6,Semi Furnished,No,Delhi,South,Saket,359459,4.0,5.8,4.9,5.7,3.9,11072,35.3,65.8,21604000.0
16764,Apartment,2,1,2.0,9,21,906,8,Unfurnished,No,Chennai,West,Anna Nagar,241763,0.3,0.9,3.5,4.8,37.3,8668,35.4,74.7,9598000.0
16765,Plot,2,1,2.0,3,31,1008,2,Semi Furnished,Yes,Ahmedabad,South,Prahlad Nagar,279649,1.1,1.8,1.9,7.6,14.0,7008,41.0,48.4,5390000.0
16766,Apartment,2,1,3.0,36,38,918,1,Unfurnished,Yes,Delhi,East,Saket,581400,0.3,5.3,0.6,0.4,37.5,11172,49.6,67.5,23202000.0
16767,Apartment,4,4,2.0,2,8,1347,7,Fully Furnished,Yes,Chennai,Central,Nungambakkam,193113,0.4,4.5,0.5,1.5,32.2,7524,12.4,,16387000.0
16768,Apartment,3,3,1.0,2,15,1062,41,Unfurnished,Yes,Delhi,South,Vasant Kunj,254678,3.0,0.6,0.4,4.3,33.7,9936,49.5,26.3,10777000.0
16769,Penthouse,3,3,1.0,0,12,1244,4,Semi Furnished,Yes,Kolkata,Central,Howrah,893784,5.7,4.7,3.4,14.5,27.4,25962,39.5,48.3,17534000.0
16770,Apartment,5,4,2.0,14,14,1766,5,Fully Furnished,Yes,Chennai,East,Adyar,782695,5.8,3.7,5.2,0.6,39.5,8898,39.2,74.5,21244000.0
16771,Independent House,4,4,2.0,3,5,1413,11,Semi Furnished,Yes,Jaipur,South,Vaishali Nagar,486334,3.4,0.7,0.1,3.7,45.9,7008,42.9,51.3,11352000.0
16772,Plot,4,4,0.0,5,11,1282,11,Semi Furnished,No,Jaipur,North,Vaishali Nagar,781783,4.6,3.7,1.5,0.2,37.3,7698,29.0,48.1,5737000.0
16773,Apartment,2,1,1.0,0,18,856,8,Fully Furnished,Yes,Pune,Central,Kothrud,453302,0.6,2.5,4.2,5.4,20.9,5533,41.5,69.0,8139000.0
16774,Apartment,1,2,2.0,0,5,757,10,Unfurnished,Yes,Kolkata,West,Howrah,106790,0.7,6.8,1.9,3.9,30.5,23774,71.4,61.2,5231000.0
16775,Villa,2,1,2.0,6,36,943,1,Semi Furnished,Yes,Chennai,East,Velachery,712818,0.7,1.6,1.7,20.7,23.6,6083,43.5,83.5,20461000.0
16776,Independent House,3,3,3.0,33,34,1030,0,Unfurnished,No,Bangalore,South,Indiranagar,666996,6.3,2.2,2.4,5.8,34.9,4346,36.0,60.0,25647000.0
16777,Independent House,3,3,3.0,18,21,1190,2,Unfurnished,No,Pune,Central,Hadapsar,838772,1.3,1.1,6.1,3.4,4.1,4305,49.3,69.6,17259000.0
16778,Independent House,2,1,3.0,1,3,895,2,Semi Furnished,Yes,Jaipur,West,Malviya Nagar,917686,0.6,1.0,0.1,12.3,8.2,4893,61.0,43.9,8130000.0
16779,Apartment,3,3,2.0,2,8,1220,18,Semi Furnished,Yes,Bangalore,South,Whitefield,331168,0.2,3.6,0.3,7.7,34.6,5595,37.2,64.2,14633000.0
16780,Villa,2,2,2.0,1,33,864,0,Fully Furnished,Yes,Bangalore,Central,HSR Layout,916769,11.7,0.9,6.3,20.2,41.6,4737,49.3,34.9,16305000.0
16781,Apartment,3,2,1.0,12,28,1256,0,Fully Furnished,Yes,Bangalore,North,Indiranagar,310608,1.7,1.0,2.6,2.5,42.9,3963,57.8,69.1,21555000.0
16782,Apartment,3,3,3.0,9,34,1130,2,Fully Furnished,Yes,Bangalore,South,Whitefield,416369,0.1,3.4,11.1,4.6,8.3,5613,48.4,19.2,12938000.0
16783,Villa,3,3,2.0,0,2,913,15,Semi Furnished,Yes,Mumbai,Central,Thane,470562,0.7,0.1,3.7,5.2,25.8,20763,59.6,31.1,24187000.0
16784,Apartment,5,5,2.0,9,13,1600,0,Fully Furnished,No,Hyderabad,Central,Jubilee Hills,121238,1.2,1.6,1.9,7.9,12.7,1620,15.6,62.8,25705000.0
16785,Apartment,3,4,2.0,10,10,1170,2,Semi Furnished,No,Hyderabad,South,Banjara Hills,764326,0.7,1.7,15.1,1.9,44.9,1737,40.2,79.9,14014000.0
16786,Apartment,2,2,2.0,2,27,910,7,Unfurnished,Yes,Chennai,East,OMR,448745,2.7,1.9,1.7,2.2,61.4,6631,39.9,61.2,9866000.0
16787,Apartment,2,3,3.0,2,7,861,3,Fully Furnished,No,Bangalore,Central,Whitefield,146253,0.7,5.5,3.7,2.0,20.7,3298,8.0,65.0,12958000.0
16788,Plot,3,3,2.0,0,3,1025,7,Semi Furnished,Yes,Pune,West,Kothrud,861446,1.0,1.3,0.2,5.1,5.7,3835,18.7,52.8,7722000.0
16789,Apartment,4,4,2.0,19,31,1492,5,Unfurnished,No,Jaipur,North,Mansarovar,262403,2.4,0.8,1.0,10.9,14.1,5387,47.4,59.0,11938000.0
16790,Independent House,5,5,2.0,21,24,1780,11,Unfurnished,Yes,Noida,East,Sector 18,425851,11.2,4.7,,1.6,39.4,3992,48.3,39.7,17541000.0
16791,Apartment,5,4,1.0,0,16,1574,0,Fully Furnished,No,Chennai,West,Velachery,913344,4.2,1.5,3.4,5.8,34.8,8846,,61.6,17869000.0
16792,Apartment,3,2,2.0,7,18,1219,11,Semi Furnished,No,Mumbai,West,Powai,938398,1.4,4.4,0.1,0.5,15.4,20426,50.8,21.0,26429000.0
16793,Apartment,3,3,2.0,18,18,1199,28,Semi Furnished,Yes,Noida,East,Sector 137,268858,0.7,1.7,3.2,2.7,20.3,4571,57.8,48.7,8512000.0
16794,Apartment,3,4,2.0,10,16,1049,1,Semi Furnished,Yes,Kolkata,West,Howrah,170790,1.7,2.0,2.3,6.3,23.9,22472,36.4,60.7,10584000.0
16795,Apartment,3,2,1.0,1,9,1179,6,Fully Furnished,No,Bangalore,West,Whitefield,504533,1.1,0.1,5.7,7.6,38.1,2890,,57.6,13753000.0
16796,Plot,2,2,1.0,17,35,1127,4,Semi Furnished,Yes,Mumbai,West,Juhu,175546,7.9,3.2,1.9,0.3,1.6,21825,13.9,60.7,26013000.0
16797,Apartment,1,1,2.0,3,3,544,20,Semi Furnished,No,Mumbai,West,Andheri,526473,,0.2,1.5,4.7,3.9,21089,43.2,63.0,11079000.0
16798,Apartment,3,3,3.0,15,18,1258,2,Fully Furnished,Yes,Delhi,North,Vasant Kunj,811102,2.9,3.1,8.5,0.8,27.2,12436,42.7,60.7,23099000.0
16799,Apartment,2,2,,3,18,896,10,Semi Furnished,No,Mumbai,East,Borivali,121552,1.8,1.0,0.5,27.2,35.0,22117,21.1,45.2,20614000.0
16800,Apartment,4,3,1.0,0,10,1377,6,Fully Furnished,Yes,Jaipur,Central,Jagatpura,835886,,0.1,1.9,5.7,3.8,7026,,58.2,9124000.0
16801,Apartment,4,3,2.0,17,32,1501,1,Unfurnished,Yes,Chennai,North,Velachery,494761,5.0,0.1,5.2,7.3,14.6,6374,,58.8,17561000.0
16802,Villa,3,3,2.0,2,18,1100,2,Semi Furnished,Yes,Kolkata,East,Salt Lake,129959,0.8,0.3,2.2,2.0,21.5,24242,57.0,47.0,13258000.0
16803,Apartment,1,1,2.0,2,10,657,2,Semi Furnished,Yes,Ahmedabad,East,Maninagar,848247,0.5,1.5,4.0,2.3,34.9,7099,53.9,58.7,4461000.0
16804,Apartment,3,2,3.0,9,27,1139,0,Semi Furnished,Yes,Ahmedabad,North,Satellite,124148,0.1,3.3,4.5,6.5,16.8,8294,67.7,63.9,8237000.0
16805,Villa,3,3,1.0,2,7,1072,11,Unfurnished,Yes,Jaipur,North,Jagatpura,415518,,0.2,0.3,7.6,1.1,7774,38.0,46.1,10492000.0
16806,Apartment,3,3,0.0,3,13,1249,23,Semi Furnished,Yes,Noida,South,Sector 50,605399,6.8,1.5,3.3,13.6,24.9,6797,31.3,35.3,7807000.0
16807,Apartment,3,4,2.0,0,39,1187,6,Semi Furnished,Yes,Bangalore,West,HSR Layout,583116,5.7,1.0,0.4,8.5,29.5,3038,43.9,63.1,17226000.0
16808,Villa,4,5,2.0,20,36,1581,0,Semi Furnished,Yes,Noida,West,Sector 18,936977,1.6,0.8,2.2,3.1,24.0,4261,54.9,23.1,26695000.0
16809,Independent House,3,3,1.0,14,27,1162,0,Fully Furnished,Yes,Kolkata,North,Howrah,978240,1.6,2.5,10.8,1.9,38.2,22801,47.0,40.6,13604000.0
16810,Apartment,3,2,3.0,11,11,1141,0,Semi Furnished,No,Mumbai,South,Juhu,507747,5.7,1.1,,0.6,7.6,21769,18.9,54.0,36694000.0
16811,Villa,2,3,,25,28,873,3,Unfurnished,No,Kolkata,South,Howrah,837694,3.2,2.3,5.0,0.1,9.4,24032,55.9,63.4,11121000.0
16812,Apartment,3,3,2.0,2,15,1127,12,Fully Furnished,No,Kolkata,East,Behala,299462,6.1,1.1,6.2,5.6,29.5,25837,33.1,41.4,7590000.0
16813,Independent House,5,6,0.0,6,8,1771,0,Semi Furnished,No,Jaipur,North,Mansarovar,223506,3.0,4.1,4.1,30.0,28.2,7999,4.8,46.6,15667000.0
16814,Plot,4,4,1.0,10,10,1354,3,Unfurnished,No,Bangalore,West,Koramangala,358244,3.8,0.2,3.6,5.4,36.0,4087,27.7,53.0,11741000.0
16815,Apartment,1,2,1.0,7,11,686,7,Fully Furnished,No,Chennai,West,Porur,762217,1.2,0.9,2.6,1.0,5.9,8089,16.6,52.1,7821000.0
16816,Apartment,4,4,0.0,5,11,1372,3,Fully Furnished,Yes,Mumbai,North,Worli,432112,2.9,0.4,6.9,0.2,32.2,19030,53.3,32.2,27844000.0
16817,Apartment,2,2,2.0,5,9,796,5,Fully Furnished,No,Bangalore,North,Indiranagar,806896,2.8,0.5,5.8,1.1,34.2,5567,92.7,35.1,8131000.0
16818,Apartment,3,3,0.0,6,37,1176,0,Fully Furnished,Yes,Mumbai,East,Borivali,525104,2.9,1.1,0.7,12.3,26.0,22267,71.1,49.4,35178000.0
16819,Apartment,4,4,1.0,9,21,1276,6,Fully Furnished,No,Chennai,South,Adyar,699677,0.3,1.6,0.9,0.5,24.5,7828,30.4,71.3,17763000.0
16820,Villa,3,3,1.0,9,12,1169,0,Semi Furnished,Yes,Ahmedabad,South,Satellite,468034,8.6,3.9,7.2,4.4,11.7,6270,45.8,71.1,13663000.0
16821,Apartment,3,2,1.0,6,30,1113,0,Fully Furnished,No,Delhi,West,Vasant Kunj,836585,5.4,0.5,17.0,2.0,28.3,12634,34.7,57.3,20202000.0
16822,Apartment,2,2,1.0,3,40,868,4,Unfurnished,Yes,Chennai,Central,Anna Nagar,219208,1.3,5.2,0.4,0.4,12.1,6298,27.9,59.0,10535000.0
16823,Independent House,2,3,3.0,1,1,889,0,Unfurnished,No,Delhi,Central,Vasant Kunj,752439,4.1,0.3,6.5,0.2,33.8,10345,52.8,75.3,17431000.0
16824,Villa,4,4,3.0,3,28,1401,7,Semi Furnished,No,Mumbai,West,Andheri,898558,1.4,0.1,0.2,2.1,30.7,19772,68.2,39.7,50282000.0
16825,Apartment,4,3,2.0,20,26,1383,13,Semi Furnished,No,Hyderabad,North,Banjara Hills,836998,6.6,0.1,,1.7,11.1,3342,22.8,19.5,15433000.0
16826,Villa,4,4,1.0,15,25,1441,10,Fully Furnished,Yes,Mumbai,East,Bandra,705558,4.5,4.2,1.6,1.2,16.1,21305,45.1,82.8,65577000.0
16827,Penthouse,2,1,2.0,1,12,900,2,Fully Furnished,No,Chennai,Central,Nungambakkam,332925,1.1,4.7,0.1,2.8,24.8,6966,55.6,79.7,25776000.0
16828,Apartment,4,4,3.0,5,10,1624,7,Fully Furnished,No,Mumbai,Central,Navi Mumbai,678767,1.9,0.2,1.0,5.0,44.2,22910,34.3,43.8,42478000.0
16829,Apartment,1,1,3.0,17,20,561,4,Unfurnished,No,Mumbai,South,Bandra,827338,1.7,1.2,3.5,20.1,22.5,20121,78.7,78.0,13974000.0
16830,Independent House,2,2,2.0,33,34,809,11,Unfurnished,No,Chennai,North,Nungambakkam,464157,10.2,0.6,5.1,6.8,15.6,8521,35.9,54.3,10825000.0
16831,Villa,3,3,1.0,5,24,1119,18,Unfurnished,Yes,Chennai,South,Adyar,613942,8.1,0.4,2.2,5.6,15.8,7791,0.7,55.7,16543000.0
16832,Apartment,3,2,2.0,1,3,1080,1,Unfurnished,Yes,Mumbai,West,Powai,846770,6.5,0.5,1.0,3.1,43.1,21752,53.2,62.4,26460000.0
16833,Apartment,2,2,2.0,14,28,995,0,Semi Furnished,Yes,Chennai,South,Porur,128926,5.4,3.1,3.4,5.2,10.5,6314,2.4,56.8,13304000.0
16834,Independent House,1,1,1.0,26,30,789,6,Unfurnished,No,Ahmedabad,West,Satellite,627752,3.9,2.3,1.1,1.6,11.4,4620,14.2,44.5,8635000.0
16835,Penthouse,3,3,1.0,13,20,1117,13,Semi Furnished,Yes,Kolkata,South,Rajarhat,450779,0.2,5.2,4.5,2.6,35.8,22815,53.8,22.0,13719000.0
16836,Independent House,2,2,1.0,29,36,941,14,Fully Furnished,Yes,Mumbai,North,Navi Mumbai,388976,8.4,0.2,1.5,10.6,12.2,21729,48.2,48.5,35421000.0
16837,Penthouse,1,2,2.0,6,8,682,6,Fully Furnished,Yes,Chennai,South,Porur,100583,0.6,4.4,0.5,6.5,9.0,7527,39.7,77.6,17617000.0
16838,Villa,3,4,1.0,3,31,1113,15,Unfurnished,Yes,Pune,South,Viman Nagar,657850,2.9,0.1,0.7,2.7,39.1,6258,30.1,37.3,13415000.0
16839,Plot,2,2,1.0,15,16,949,0,Semi Furnished,No,Mumbai,North,Worli,476348,1.6,2.7,0.1,1.1,36.0,21391,26.3,65.4,24139000.0
16840,Villa,3,3,2.0,7,25,1216,11,Fully Furnished,Yes,Jaipur,West,Mansarovar,511862,1.5,2.2,8.1,1.4,19.0,5698,55.8,43.2,10472000.0
16841,Plot,4,4,3.0,6,12,1266,3,Fully Furnished,Yes,Jaipur,South,Malviya Nagar,303892,1.1,0.8,3.1,3.9,27.0,8440,39.4,37.6,6356000.0
16842,Apartment,2,2,0.0,11,23,805,1,Semi Furnished,No,Jaipur,Central,Mansarovar,127824,1.2,0.2,0.4,5.0,28.0,5485,24.3,77.2,7407000.0
16843,Independent House,5,4,2.0,6,9,1626,0,Fully Furnished,Yes,Ahmedabad,North,Bopal,442420,3.3,0.7,5.6,0.4,31.6,5034,66.2,50.0,14139000.0
16844,Apartment,2,2,1.0,4,8,874,18,Semi Furnished,No,Kolkata,West,New Town,769554,0.1,1.2,3.0,1.4,28.2,22658,43.0,88.1,6318000.0
16845,Apartment,2,2,3.0,0,16,906,0,Unfurnished,Yes,Pune,Central,Kothrud,940300,2.9,7.0,1.2,1.0,30.6,3941,24.5,62.1,10769000.0
16846,Apartment,3,3,2.0,0,20,1076,0,Fully Furnished,No,Pune,East,Wakad,753015,2.4,0.5,1.1,8.9,51.7,7149,48.6,54.0,11602000.0
16847,Apartment,3,3,1.0,18,32,1066,2,Semi Furnished,Yes,Ahmedabad,West,Bopal,831778,6.9,1.0,5.5,3.1,24.3,5536,59.1,44.0,7267000.0
16848,Apartment,3,4,2.0,11,38,1121,1,Fully Furnished,Yes,Pune,South,Kothrud,796652,2.1,4.1,1.1,0.7,11.4,5245,35.7,68.5,14535000.0
16849,Penthouse,2,2,2.0,0,2,806,2,Fully Furnished,Yes,Bangalore,North,Electronic City,584033,1.4,2.3,6.4,1.7,14.0,6313,37.6,22.7,16657000.0
16850,Villa,4,4,2.0,6,19,1495,5,Fully Furnished,Yes,Bangalore,North,Whitefield,275614,1.0,0.8,11.1,4.5,21.6,2995,45.1,34.8,30113000.0
16851,Plot,5,6,3.0,6,11,1733,1,Fully Furnished,Yes,Jaipur,Central,C-Scheme,511129,,0.7,1.9,0.2,5.5,8105,29.8,34.4,8554000.0
16852,Penthouse,5,5,3.0,1,19,1698,8,Semi Furnished,No,Mumbai,Central,Powai,620337,0.8,2.1,0.1,0.9,14.4,21250,30.6,52.8,85990000.0
16853,Apartment,3,4,0.0,8,15,1231,3,Unfurnished,Yes,Kolkata,East,Salt Lake,932817,0.5,4.3,9.5,10.0,30.8,23280,32.2,55.3,9580000.0
16854,Apartment,3,3,2.0,5,13,1115,0,Fully Furnished,No,Noida,Central,Sector 18,857411,6.3,1.5,1.7,1.8,17.3,6675,25.2,50.1,12771000.0
16855,Apartment,4,4,2.0,26,34,1364,15,Unfurnished,No,Kolkata,Central,New Town,748575,0.5,0.4,1.9,9.2,20.1,22043,39.7,39.3,10252000.0
16856,Apartment,4,4,2.0,14,37,1432,4,Fully Furnished,No,Noida,North,Greater Noida,432680,1.7,1.1,9.2,1.3,7.3,3549,3.9,,16071000.0
16857,Villa,5,5,3.0,36,37,1712,1,Semi Furnished,No,Kolkata,West,New Town,951282,,1.6,3.3,2.9,14.1,22652,25.6,66.4,34376000.0
16858,Apartment,4,4,2.0,10,15,1428,6,Fully Furnished,Yes,Mumbai,East,Bandra,398700,1.7,2.9,4.3,0.8,25.1,20075,29.0,56.2,34118000.0
16859,Apartment,3,3,1.0,7,9,1173,6,Fully Furnished,Yes,Ahmedabad,South,Bopal,504836,4.9,0.2,8.5,4.7,34.8,7802,69.0,49.9,7502000.0
16860,Apartment,2,2,2.0,29,33,928,5,Unfurnished,Yes,Delhi,North,Rohini,137930,0.7,0.1,1.8,10.7,24.0,12749,86.3,21.3,14496000.0
16861,Apartment,3,3,1.0,5,29,1227,3,Semi Furnished,Yes,Hyderabad,Central,Gachibowli,830111,2.8,2.0,2.4,8.6,3.9,2319,30.3,52.1,14214000.0
16862,Apartment,4,4,1.0,0,33,1487,3,Unfurnished,Yes,Bangalore,South,Whitefield,859366,0.9,0.9,4.5,7.2,36.7,2995,28.0,42.2,15851000.0
16863,Plot,2,3,2.0,2,39,881,1,Semi Furnished,Yes,Delhi,East,Lajpat Nagar,203527,10.0,3.9,13.9,0.7,12.0,9990,18.6,57.1,9696000.0
16864,Apartment,1,1,1.0,3,3,700,4,Semi Furnished,No,Bangalore,North,Electronic City,783082,2.8,2.9,1.6,0.4,28.6,4825,62.5,43.8,8257000.0
16865,Apartment,2,1,2.0,9,17,730,11,Fully Furnished,Yes,Bangalore,South,Electronic City,442768,3.2,1.6,1.1,10.2,24.5,3716,42.6,23.5,8543000.0
16866,Apartment,5,6,3.0,14,38,1517,1,Fully Furnished,Yes,Pune,South,Viman Nagar,898534,5.2,6.0,2.2,0.7,40.3,7036,64.5,34.3,16402000.0
16867,Independent House,4,4,3.0,6,35,1371,7,Semi Furnished,No,Ahmedabad,Central,SG Highway,937820,4.0,0.7,2.5,6.8,28.7,6501,20.2,30.4,11749000.0
16868,Apartment,2,2,1.0,0,6,849,4,Unfurnished,No,Delhi,South,Lajpat Nagar,164205,1.1,0.7,5.7,0.8,23.1,10150,26.1,59.0,10853000.0
16869,Apartment,1,1,1.0,0,23,790,1,Semi Furnished,Yes,Delhi,South,Vasant Kunj,428054,3.1,1.2,11.9,3.1,23.3,10603,60.2,55.6,10736000.0
16870,Apartment,3,3,2.0,27,40,1126,0,Fully Furnished,Yes,Pune,East,Kothrud,621602,14.7,0.2,1.0,2.7,22.0,4077,67.9,72.7,18328000.0
16871,Plot,3,3,2.0,17,25,1179,6,Semi Furnished,No,Pune,South,Viman Nagar,951621,0.1,0.6,2.9,18.6,17.2,5562,43.6,80.2,9770000.0
16872,Plot,2,2,0.0,6,8,916,0,Unfurnished,Yes,Jaipur,North,Jagatpura,313817,4.8,5.8,1.2,3.7,27.6,6300,64.5,38.2,3970000.0
16873,Apartment,5,5,1.0,12,26,1537,2,Fully Furnished,Yes,Mumbai,South,Bandra,507140,2.9,1.1,0.1,3.9,14.8,19938,,59.6,44283000.0
16874,Independent House,3,3,2.0,7,34,1173,9,Semi Furnished,Yes,Jaipur,Central,Jagatpura,725813,1.4,1.5,0.2,16.6,28.9,8428,34.4,51.0,10072000.0
16875,Apartment,3,3,1.0,0,1,1152,4,Unfurnished,No,Chennai,East,Adyar,821164,5.8,2.7,0.3,1.4,30.8,6426,57.8,71.8,12454000.0
16876,Apartment,4,4,2.0,13,24,1525,4,Semi Furnished,No,Pune,East,Kothrud,787270,1.8,0.7,1.8,0.4,18.4,3993,50.8,36.0,16825000.0
16877,Apartment,2,2,2.0,4,6,855,4,Fully Furnished,Yes,Mumbai,West,Juhu,218108,7.1,3.2,1.3,6.1,32.3,19674,58.1,42.7,22230000.0
16878,Apartment,3,3,3.0,12,12,1199,7,Fully Furnished,No,Bangalore,South,Indiranagar,326954,1.0,0.7,2.5,2.3,27.9,5063,43.2,47.8,16818000.0
16879,Independent House,3,3,3.0,15,34,1196,12,Unfurnished,Yes,Delhi,Central,Vasant Kunj,498212,1.8,1.1,1.9,14.6,37.2,9385,47.1,47.8,23330000.0
16880,Penthouse,5,5,1.0,8,26,1582,3,Fully Furnished,Yes,Delhi,West,Dwarka,849519,2.5,0.1,2.1,0.1,17.8,11679,54.9,77.4,58552000.0
16881,Apartment,2,2,1.0,11,29,712,5,Unfurnished,Yes,Hyderabad,West,Madhapur,554178,1.6,6.1,1.0,14.2,32.0,3082,38.6,38.0,7875000.0
16882,Apartment,3,4,1.0,1,5,1152,23,Unfurnished,Yes,Ahmedabad,Central,Satellite,563053,1.1,4.5,0.1,1.9,42.0,5649,48.2,61.6,6940000.0
16883,Apartment,3,3,1.0,10,12,1249,3,Semi Furnished,Yes,Kolkata,West,New Town,571874,13.4,1.6,2.9,4.3,47.7,25026,38.4,60.5,11022000.0
16884,Villa,4,4,2.0,2,5,1424,12,Unfurnished,Yes,Chennai,East,Porur,300025,4.1,0.9,0.1,3.6,3.6,6247,,55.4,20099000.0
16885,Plot,4,4,,6,23,1473,8,Fully Furnished,Yes,Chennai,Central,Nungambakkam,775397,0.5,0.2,6.3,1.3,4.3,5610,71.6,75.8,10361000.0
16886,Plot,1,1,1.0,6,7,599,4,Unfurnished,No,Bangalore,West,Koramangala,837273,5.4,1.4,2.6,7.7,19.3,4204,27.9,,5557000.0
16887,Villa,2,2,1.0,2,2,961,1,Semi Furnished,No,Noida,East,Sector 62,538831,,17.0,0.6,1.2,40.8,4180,72.5,,14455000.0
16888,Apartment,2,2,1.0,0,22,755,15,Semi Furnished,No,Chennai,West,Nungambakkam,497737,,1.7,2.2,4.0,54.0,5874,21.0,41.6,6482000.0
16889,Independent House,3,4,1.0,13,28,1196,3,Fully Furnished,No,Delhi,North,Dwarka,982835,0.1,0.9,0.8,2.6,19.7,11585,22.9,74.5,34436000.0
16890,Apartment,4,3,1.0,12,14,1267,12,Unfurnished,Yes,Delhi,West,Vasant Kunj,647887,2.0,0.7,0.9,0.7,27.4,12003,70.0,64.5,19380000.0
16891,Penthouse,1,1,2.0,18,40,697,3,Fully Furnished,Yes,Pune,West,Wakad,115683,3.5,2.6,0.3,3.3,35.0,6165,47.4,,19929000.0
16892,Apartment,3,3,3.0,4,15,1105,6,Semi Furnished,Yes,Chennai,Central,OMR,327083,0.8,0.7,1.8,2.8,39.2,8357,4.5,61.1,13931000.0
16893,Villa,4,5,1.0,26,29,1467,2,Unfurnished,No,Mumbai,North,Navi Mumbai,455101,0.2,0.7,11.7,0.6,33.0,20076,46.0,37.5,54452000.0
16894,Apartment,4,4,3.0,1,20,1396,8,Fully Furnished,Yes,Ahmedabad,East,Bopal,321600,0.1,2.8,6.0,2.4,16.9,5496,52.5,52.8,8809000.0
16895,Apartment,3,3,1.0,1,31,1237,2,Fully Furnished,No,Kolkata,Central,Howrah,527080,1.0,0.1,3.4,0.3,7.0,23940,56.2,20.2,8821000.0
16896,Villa,4,5,0.0,13,37,1434,0,Fully Furnished,No,Pune,East,Hadapsar,915624,3.6,3.3,3.1,2.8,14.2,7649,58.0,59.3,29372000.0
16897,Villa,2,2,2.0,27,33,907,2,Semi Furnished,No,Mumbai,East,Borivali,425325,9.7,3.9,0.1,4.7,26.1,21520,56.2,89.0,58620000.0
16898,Independent House,2,2,3.0,1,29,994,6,Fully Furnished,Yes,Bangalore,North,Whitefield,140888,4.7,3.6,1.7,0.6,19.0,4095,60.0,54.5,16940000.0
16899,Villa,1,1,1.0,9,28,685,1,Unfurnished,Yes,Noida,East,Greater Noida,834566,,4.7,6.0,4.6,20.2,5330,27.0,47.3,10285000.0
16900,Apartment,3,3,2.0,23,26,1289,0,Fully Furnished,Yes,Jaipur,East,Jagatpura,892155,0.6,0.3,1.6,8.4,29.0,7911,37.7,57.3,13094000.0
16901,Plot,3,3,2.0,8,29,1147,2,Semi Furnished,Yes,Delhi,East,Lajpat Nagar,647134,3.5,0.6,6.9,0.9,22.5,9014,52.4,39.8,11365000.0
16902,Independent House,2,2,2.0,0,38,883,0,Unfurnished,Yes,Mumbai,South,Bandra,866218,1.6,2.3,24.0,14.5,28.2,21380,20.4,57.3,27290000.0
16903,Apartment,2,2,2.0,11,16,828,14,Unfurnished,Yes,Hyderabad,South,Gachibowli,338968,1.6,2.0,1.0,3.3,27.5,3687,64.6,85.6,9462000.0
16904,Independent House,2,2,1.0,4,11,855,16,Unfurnished,No,Bangalore,South,HSR Layout,126959,1.7,0.2,1.9,6.1,28.7,2424,46.0,,12075000.0
16905,Penthouse,2,2,0.0,3,4,880,3,Semi Furnished,No,Kolkata,West,Behala,179072,12.0,1.1,2.1,4.9,32.0,23832,36.8,53.7,13810000.0
16906,Villa,5,5,0.0,14,35,1594,0,Unfurnished,Yes,Noida,East,Sector 18,729742,7.6,1.7,0.4,9.4,12.4,6294,46.1,55.3,28868000.0
16907,Apartment,5,5,1.0,0,6,1701,10,Unfurnished,Yes,Bangalore,Central,Indiranagar,480989,12.4,1.9,0.6,2.6,29.3,4662,57.1,52.6,20245000.0
16908,Villa,1,1,1.0,0,9,549,6,Semi Furnished,No,Mumbai,West,Bandra,535643,8.8,6.2,2.5,2.5,29.4,22152,37.3,76.8,23190000.0
16909,Apartment,2,1,0.0,37,38,830,1,Semi Furnished,No,Jaipur,Central,Malviya Nagar,733640,1.3,2.3,4.8,0.6,13.5,5878,42.4,47.8,6612000.0
16910,Villa,4,5,0.0,34,36,1229,17,Unfurnished,Yes,Mumbai,South,Bandra,238606,1.3,0.8,2.8,4.0,12.5,19755,77.4,,44353000.0
16911,Apartment,1,1,0.0,9,39,594,3,Fully Furnished,Yes,Noida,East,Sector 18,893729,0.4,1.0,1.9,1.8,21.6,5082,70.1,80.5,6475000.0
16912,Plot,5,5,2.0,9,11,1747,5,Semi Furnished,Yes,Pune,West,Viman Nagar,921178,2.9,0.8,5.9,0.8,24.4,5181,58.8,78.8,11339000.0
16913,Villa,3,3,0.0,10,22,1108,0,Fully Furnished,No,Noida,South,Sector 62,295653,0.3,1.5,3.4,1.4,32.4,6739,76.8,45.8,17675000.0
16914,Apartment,3,3,3.0,14,14,1082,5,Semi Furnished,No,Delhi,North,Dwarka,730227,2.9,0.1,,1.9,28.7,11872,37.6,42.2,16894000.0
